cokey,mrulekey,mrulename,seqnum,rulekey,rulename,ruledepth,interpll,interpllc,interplr,interplrc,interphr,interphrc,interphh,interphhc,nullpropdatabool,defpropdatabool,incpropdatabool,cointerpkey
17484894,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),0,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),0,0.594,Moderate inherent productivity,0.689,Moderately high inherent productivity,0.689,Moderately high inherent productivity,0.755,Moderately high inherent productivity,0,0,0,1555096601
17484894,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),1,46238,Impacted soil,1,0,No limitation,0,No limitation,0,No limitation,0,No limitation,0,0,0,1555096602
17484894,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),2,37150,NCCPI - NCCPI Cotton Submodel (II),1,0.39,Cotton,0.39,Cotton,0.39,Cotton,0.432,Cotton,0,0,0,1555096603
17484894,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),3,37149,NCCPI - NCCPI Small Grains Submodel (II),1,0.383,Small grains,0.419,Small grains,0.419,Small grains,0.436,Small grains,0,0,0,1555096604
17484894,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),4,44492,NCCPI - NCCPI Soybeans Submodel (I),1,0.593,Soybeans,0.626,Soybeans,0.626,Soybeans,0.653,Soybeans,0,0,0,1555096605
17484894,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),5,57994,NCCPI - NCCPI Corn Submodel (I),1,0.594,Corn,0.689,Corn,0.689,Corn,0.755,Corn,0,0,0,1555096606
17484894,62835,SOH -  Suitability for Aerobic Soil Organisms,0,62835,SOH -  Suitability for Aerobic Soil Organisms,0,0.125,Somewhat favorable,0.269,Somewhat favorable,0.269,Somewhat favorable,0.5,Somewhat favorable,0,0,0,1555096607
17484894,62835,SOH -  Suitability for Aerobic Soil Organisms,1,63588,SOH - Organisms Clay Content WTD_AVG to 30 cm,1,0.125,Clay content somewhat favorable,0.269,Clay content somewhat favorable,0.269,Clay content somewhat favorable,0.5,Clay content somewhat favorable,0,0,0,1555096608
17484894,62835,SOH -  Suitability for Aerobic Soil Organisms,2,62841,SOH - Organic Matter to a Depth of 30 cm,1,0.389,Organic matter content low,0.519,Organic matter content low,0.519,Organic matter content low,0.97,Organic matter content low,0,0,0,1555096609
17484894,62835,SOH -  Suitability for Aerobic Soil Organisms,3,62842,SOH - Organism Habitat - Bulk Density Suitability 0 to 30cm,1,0.797,Bulk density suited,0.797,Bulk density suited,0.797,Bulk density suited,0.797,Bulk density suited,0,0,0,1555096610
17484894,62835,SOH -  Suitability for Aerobic Soil Organisms,4,62840,SOH - Soil Organisms - Moisture Relations,1,0.781,Soil water somewhat favorable,0.823,Soil water somewhat favorable,0.823,Soil water somewhat favorable,0.987,Soil water somewhat favorable,0,0,0,1555096611
17484894,62835,SOH -  Suitability for Aerobic Soil Organisms,5,62837,SOH - Organism Habitat - Mean Annual Air Temperature,1,0.922,Mean Annual Air Temperature,0.922,Mean Annual Air Temperature,0.922,Mean Annual Air Temperature,0.922,Mean Annual Air Temperature,0,0,0,1555096612
17484894,62848,SOH - Agricultural Organic Soil Subsidence,0,62848,SOH - Agricultural Organic Soil Subsidence,0,0,Mineral soil,0,Mineral soil,0,Mineral soil,0,Mineral soil,0,1,0,1555096613
17484894,62848,SOH - Agricultural Organic Soil Subsidence,1,62850,SOH - Flooding and Ponding,1,1,Flooding and ponding,1,Flooding and ponding,1,Flooding and ponding,1,Flooding and ponding,0,1,0,1555096614
17484894,62848,SOH - Agricultural Organic Soil Subsidence,2,62851,SOH - Salinity,1,1,Not saline,1,Not saline,1,Not saline,1,Not saline,0,0,0,1555096615
17484894,62848,SOH - Agricultural Organic Soil Subsidence,3,63589,SAS - Drainage Class Not Subaqueous (suit),1,1,Subaerial,1,Subaerial,1,Subaerial,1,Subaerial,0,0,0,1555096616
17484894,62848,SOH - Agricultural Organic Soil Subsidence,4,63580,SOH - Subsidence pH,1,0.991,pH,1,pH,1,pH,1,pH,0,0,0,1555096617
17484894,62848,SOH - Agricultural Organic Soil Subsidence,5,62849,"SOH - Organic Soil Subsidence, Frost-free Days",1,0.575,Frost-free days,0.575,Frost-free days,0.575,Frost-free days,0.575,Frost-free days,0,0,0,1555096618
17484894,62833,SOH - Concentration of Salts- Soil Surface,0,62833,SOH - Concentration of Salts- Soil Surface,0,0,Low surface salinization risk,0,Low surface salinization risk,0,Low surface salinization risk,0,Low surface salinization risk,0,1,0,1555096619
17484894,62833,SOH - Concentration of Salts- Soil Surface,1,62853,"SOH - Depth to Growing Season Water Table, Salts",1,1,Depth to Saturation,1,Depth to Saturation,1,Depth to Saturation,1,Depth to Saturation,0,0,0,1555096620
17484894,62833,SOH - Concentration of Salts- Soil Surface,2,63579,"SOH - Water Table at Surface, Months, Salts",1,1,"Water table at the surface, months",1,"Water table at the surface, months",1,"Water table at the surface, months",1,"Water table at the surface, months",0,0,0,1555096621
17484894,62833,SOH - Concentration of Salts- Soil Surface,3,62850,SOH - Flooding and Ponding,1,1,Flooding and ponding,1,Flooding and ponding,1,Flooding and ponding,1,Flooding and ponding,0,1,0,1555096622
17484894,62833,SOH - Concentration of Salts- Soil Surface,4,62854,"SOH - Water Table Persistence, Salts",1,0.75,Persistent water table,0.75,Persistent water table,0.75,Persistent water table,0.75,Persistent water table,0,0,0,1555096623
17484894,62833,SOH - Concentration of Salts- Soil Surface,5,62856,SOH - Presence of Salts,1,0,Electrical conductivity,0.027,Electrical conductivity,0.027,Electrical conductivity,0.317,Electrical conductivity,0,0,0,1555096624
17484894,62834,SOH - Organic Matter Depletion,0,62834,SOH - Organic Matter Depletion,0,0.568,OM depletion moderate,0.576,OM depletion moderate,0.576,OM depletion moderate,0.576,OM depletion moderate,0,0,0,1555096625
17484894,62834,SOH - Organic Matter Depletion,1,63585,"Water Gathering Surface, Organic Depletion",1,1,Not water gathering surface,1,Not water gathering surface,1,Not water gathering surface,1,Not water gathering surface,0,0,0,1555096626
17484894,62834,SOH - Organic Matter Depletion,2,63586,SOH - Clay Content WTD_AVG to 30 cm Organic,1,0.92,Medium amount of clay surface area,1,Low amount of clay surface area,1,Low amount of clay surface area,1,Low amount of clay surface area,0,0,0,1555096627
17484894,62834,SOH - Organic Matter Depletion,3,63581,SOH - Organic Matter Loss Sensitivity,1,0.773,Moderate antecedent organic matter content,0.773,Moderate antecedent organic matter content,0.773,Moderate antecedent organic matter content,0.773,Moderate antecedent organic matter content,0,0,0,1555096628
17484894,62834,SOH - Organic Matter Depletion,4,63582,SOH - Mean Annual Air Temperature (Oxidation Rate Proxy),1,0.588,Moderate oxidation rate,0.588,Moderate oxidation rate,0.588,Moderate oxidation rate,0.588,Moderate oxidation rate,0,0,0,1555096629
17484894,62834,SOH - Organic Matter Depletion,5,63587,SOH - Moisture Deficit,1,0.371,Moderate moisture deficit,0.371,Moderate moisture deficit,0.371,Moderate moisture deficit,0.371,Moderate moisture deficit,0,0,0,1555096630
17484894,54647,SOH - Soil Surface Sealing,0,54647,SOH - Soil Surface Sealing,0,0,Low,0,Low,1,High,1,High,1,0,0,1555096631
17484894,54647,SOH - Soil Surface Sealing,1,54650,Silt/Crusting Index,1,0,Low silt/no crusting potential,0,Low silt/no crusting potential,1,High silt/crusting potential,1,High silt/crusting potential,1,0,0,1555096632
17484894,54647,SOH - Soil Surface Sealing,2,54649,Organic Matter Clay Ratio,1,0,Sufficient organic matter relative to clay,0,Sufficient organic matter relative to clay,0.533,Moderate organic matter relative to clay,0.533,Moderate organic matter relative to clay,1,0,0,1555096633
17484894,57990,SOH - Soil Susceptibility to Compaction,0,57990,SOH - Soil Susceptibility to Compaction,0,0.966,Medium,0.966,Medium,0.966,Medium,0.966,Medium,0,0,0,1555096634
17484894,57990,SOH - Soil Susceptibility to Compaction,1,61418,Compaction potential - texture and clay,1,1,"Soil texture, 0-12 inches",1,"Soil texture, 0-12 inches",1,"Soil texture, 0-12 inches",1,"Soil texture, 0-12 inches",0,0,0,1555096635
17484894,57990,SOH - Soil Susceptibility to Compaction,2,61419,Compaction potential - rock fragment volume,1,1,"Rock fragments, 0-12 inches",1,"Rock fragments, 0-12 inches",1,"Rock fragments, 0-12 inches",1,"Rock fragments, 0-12 inches",0,0,0,1555096636
17484894,57990,SOH - Soil Susceptibility to Compaction,3,61420,"Compaction potential - structure rating, 0-30cm",1,1,"Soil structure grade, 0-12 inches",1,"Soil structure grade, 0-12 inches",1,"Soil structure grade, 0-12 inches",1,"Soil structure grade, 0-12 inches",0,0,0,1555096637
17484894,57990,SOH - Soil Susceptibility to Compaction,4,57991,Compaction Risk - Organic Matter Content,1,1,"Organic matter content, 0-30 cm",1,"Organic matter content, 0-30 cm",1,"Organic matter content, 0-30 cm",1,"Organic matter content, 0-30 cm",0,0,0,1555096638
17484894,57990,SOH - Soil Susceptibility to Compaction,5,63589,SAS - Drainage Class Not Subaqueous (suit),1,1,Subaerial,1,Subaerial,1,Subaerial,1,Subaerial,0,0,0,1555096639
17484894,1404,URB/REC - Camp Areas,0,1404,URB/REC - Camp Areas,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1555096640
17484894,1404,URB/REC - Camp Areas,1,343,"Wet, Ground Water Near the Surface (45 -75cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1555096641
17484894,1404,URB/REC - Camp Areas,2,10624,"Percolation & Taxon Modification  to 40""",1,0.842,Slow water movement,0.978,Slow water movement,0.978,Slow water movement,1,Slow water movement,0,0,0,1555096642
17484894,1404,URB/REC - Camp Areas,3,23660,Dust PM10 and PM2.5 Generation,1,0.111,Dusty,0.111,Dusty,0.111,Dusty,0.111,Dusty,0,0,0,1555096643
17484894,10018,URB/REC - Off-Road Motorcycle Trails,0,10018,URB/REC - Off-Road Motorcycle Trails,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1555096644
17484894,10018,URB/REC - Off-Road Motorcycle Trails,1,414,"Wet, Ground Water Near the Surface (30 - 60cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1555096645
17484894,10018,URB/REC - Off-Road Motorcycle Trails,2,23660,Dust PM10 and PM2.5 Generation,1,0.111,Dusty,0.111,Dusty,0.111,Dusty,0.111,Dusty,0,0,0,1555096646
17484894,1406,URB/REC - Paths and Trails,0,1406,URB/REC - Paths and Trails,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1555096647
17484894,1406,URB/REC - Paths and Trails,1,414,"Wet, Ground Water Near the Surface (30 - 60cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1555096648
17484894,1406,URB/REC - Paths and Trails,2,23660,Dust PM10 and PM2.5 Generation,1,0.111,Dusty,0.111,Dusty,0.111,Dusty,0.111,Dusty,0,0,0,1555096649
17484894,1405,URB/REC - Picnic Areas,0,1405,URB/REC - Picnic Areas,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1555096650
17484894,1405,URB/REC - Picnic Areas,1,401,"Wet, Ground Water Near the Surface (30 - 75cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1555096651
17484894,1405,URB/REC - Picnic Areas,2,10624,"Percolation & Taxon Modification  to 40""",1,0.842,Slow water movement,0.978,Slow water movement,0.978,Slow water movement,1,Slow water movement,0,0,0,1555096652
17484894,1405,URB/REC - Picnic Areas,3,23660,Dust PM10 and PM2.5 Generation,1,0.111,Dusty,0.111,Dusty,0.111,Dusty,0.111,Dusty,0,0,0,1555096653
17484894,1411,URB/REC - Playgrounds,0,1411,URB/REC - Playgrounds,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1555096654
17484894,1411,URB/REC - Playgrounds,1,343,"Wet, Ground Water Near the Surface (45 -75cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1555096655
17484894,1411,URB/REC - Playgrounds,2,10624,"Percolation & Taxon Modification  to 40""",1,0.842,Slow water movement,0.978,Slow water movement,0.978,Slow water movement,1,Slow water movement,0,0,0,1555096656
17484894,1411,URB/REC - Playgrounds,3,23660,Dust PM10 and PM2.5 Generation,1,0.111,Dusty,0.111,Dusty,0.111,Dusty,0.111,Dusty,0,0,0,1555096657
17484894,10954,"WMS - Embankments, Dikes, and Levees",0,10954,"WMS - Embankments, Dikes, and Levees",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1555096658
17484894,10954,"WMS - Embankments, Dikes, and Levees",1,200,"Wet, Ground Water Near the Surface (60 - 120cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1555096659
17484894,10954,"WMS - Embankments, Dikes, and Levees",2,23660,Dust PM10 and PM2.5 Generation,1,0.111,Dusty,0.111,Dusty,0.111,Dusty,0.111,Dusty,0,0,0,1555096660
17484894,10887,WMS - Excavated Ponds (Aquifer-fed),0,10887,WMS - Excavated Ponds (Aquifer-fed),0,0.1,Somewhat limited,0.276,Somewhat limited,0.276,Somewhat limited,0.877,Somewhat limited,0,0,0,1555096661
17484894,10887,WMS - Excavated Ponds (Aquifer-fed),1,10888,Percolation Rate (Layers Within an Apparent Water Table),1,0,No saturated zone or quick refill,0.276,Slow refill,0.276,Slow refill,0.877,Slow refill,0,0,0,1555096662
17484894,10887,WMS - Excavated Ponds (Aquifer-fed),2,10988,Cutbank Caving and Apparent Water Table,1,0.1,Unstable excavation walls,0.1,Unstable excavation walls,0.1,Unstable excavation walls,0.1,Unstable excavation walls,0,0,0,1555096663
17484894,23580,"WMS - Irrigation, General",0,23580,"WMS - Irrigation, General",0,0,Not limited,0,Not limited,0,Not limited,0.222,Somewhat limited,0,0,0,1555096664
17484894,23576,"WMS - Irrigation, Micro (above ground)",0,23576,"WMS - Irrigation, Micro (above ground)",0,0,Not limited,0,Not limited,0,Not limited,0.222,Somewhat limited,0,0,0,1555096665
17484894,49927,"WMS - Irrigation, Micro (subsurface drip)",0,49927,"WMS - Irrigation, Micro (subsurface drip)",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1555096666
17484894,49927,"WMS - Irrigation, Micro (subsurface drip)",1,57995,WMS - LEP thickest layer to 100cm or above restriction,1,1,Shrink-swell (LEP >6),1,Shrink-swell (LEP >6),1,Shrink-swell (LEP >6),1,Shrink-swell (LEP >6),0,0,0,1555096667
17484894,23578,"WMS - Irrigation, Sprinkler (close spaced outlet drops)",0,23578,"WMS - Irrigation, Sprinkler (close spaced outlet drops)",0,0,Not limited,0.491,Somewhat limited,0.491,Somewhat limited,1,Very limited,0,0,0,1555096668
17484894,23578,"WMS - Irrigation, Sprinkler (close spaced outlet drops)",1,23612,WMS - Ksat Minimum; 0.14 to 1.4um/sec; 0 to 100cm (PAN),1,0,No slow water movement,0.491,Slow water movement,0.491,Slow water movement,1,Slow water movement,0,0,0,1555096669
17484894,23579,"WMS - Irrigation, Sprinkler (general)",0,23579,"WMS - Irrigation, Sprinkler (general)",0,0,Not limited,0.491,Somewhat limited,0.491,Somewhat limited,1,Very limited,0,0,0,1555096670
17484894,23579,"WMS - Irrigation, Sprinkler (general)",1,23612,WMS - Ksat Minimum; 0.14 to 1.4um/sec; 0 to 100cm (PAN),1,0,No slow water movement,0.491,Slow water movement,0.491,Slow water movement,1,Slow water movement,0,0,0,1555096671
17484894,23575,"WMS - Irrigation, Surface (graded)",0,23575,"WMS - Irrigation, Surface (graded)",0,0,Not limited,0,Not limited,0,Not limited,0.5,Somewhat limited,0,0,0,1555096672
17484894,23574,"WMS - Irrigation, Surface (level)",0,23574,"WMS - Irrigation, Surface (level)",0,0,Not limited,0,Not limited,0,Not limited,0.222,Somewhat limited,0,0,0,1555096673
17484894,978,WMS - Pond Reservoir Area,0,978,WMS - Pond Reservoir Area,0,0.002,Somewhat limited,0.039,Somewhat limited,0.039,Somewhat limited,0.123,Somewhat limited,0,0,0,1555096674
17484894,978,WMS - Pond Reservoir Area,1,986,"Seepage 50 - 180cm (20-72"")",1,0.002,Seepage,0.039,Seepage,0.039,Seepage,0.123,Seepage,0,0,0,1555096675
17484894,37173,"WMS - Subsurface Water Management, Outflow Quality",0,37173,"WMS - Subsurface Water Management, Outflow Quality",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1555096676
17484894,37173,"WMS - Subsurface Water Management, Outflow Quality",1,37174,WMS - Pesticide and Nutrient Movement,1,1,Pesticide and nutrient movement,1,Pesticide and nutrient movement,1,Pesticide and nutrient movement,1,Pesticide and nutrient movement,0,0,0,1555096677
17484894,37167,"WMS - Subsurface Water Management, System Installation",0,37167,"WMS - Subsurface Water Management, System Installation",0,0.01,Somewhat limited,0.01,Somewhat limited,0.01,Somewhat limited,0.01,Somewhat limited,0,0,0,1555096678
17484894,37167,"WMS - Subsurface Water Management, System Installation",1,19329,Unstable Excavation Walls,1,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0,0,0,1555096679
17484894,37161,"WMS - Subsurface Water Management, System Performance",0,37161,"WMS - Subsurface Water Management, System Performance",0,0.996,Somewhat limited,0.996,Somewhat limited,0.996,Somewhat limited,0.996,Somewhat limited,0,0,0,1555096680
17484894,37161,"WMS - Subsurface Water Management, System Performance",1,37160,Water Transmission 0.1 to 1.0 um/sec,1,0.996,Slow water movement,0.996,Slow water movement,0.996,Slow water movement,0.996,Slow water movement,0,0,0,1555096681
17484894,37161,"WMS - Subsurface Water Management, System Performance",2,37193,"Bulk Density Ratio Maximum, 0-150cm",1,0.504,Dense layer,0.504,Dense layer,0.504,Dense layer,0.504,Dense layer,0,0,0,1555096682
17484894,37179,"WMS - Surface Water Management, System",0,37179,"WMS - Surface Water Management, System",0,0,Not limited,0.491,Somewhat limited,0.491,Somewhat limited,1,Very limited,0,0,0,1555096683
17484894,37179,"WMS - Surface Water Management, System",1,37185,Ksat Minimum; 1.4 to 14um/sec; 0 to 50cm,1,0,No slow water movement,0.491,Slow water movement,0.491,Slow water movement,1,Slow water movement,0,0,0,1555096684
17484894,34008,AGR - Pesticide Loss Potential-Leaching,0,34008,AGR - Pesticide Loss Potential-Leaching,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1555096685
17484894,34008,AGR - Pesticide Loss Potential-Leaching,1,34019,Depth to High Water Table (Leaching),1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1555096686
17484894,34027,AGR - Pesticide Loss Potential-Soil Surface Runoff,0,34027,AGR - Pesticide Loss Potential-Soil Surface Runoff,0,0,Not limited,0,Not limited,0,Not limited,0,Not limited,0,0,0,1555096687
17484894,41889,American Wine Grape Varieties Site Desirability (Long),0,41889,American Wine Grape Varieties Site Desirability (Long),0,0,Very low,0,Very low,0,Very low,0,Very low,0,0,0,1555096688
17484894,41889,American Wine Grape Varieties Site Desirability (Long),1,41865,Vinifera Excess Water,1,0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,0,0,1555096689
17484894,41889,American Wine Grape Varieties Site Desirability (Long),2,37206,Depth to Root Restriction 50 to 100cm,1,0,Depth to bedrock,0,Depth to bedrock,0,Depth to bedrock,0,Depth to bedrock,0,0,0,1555096690
17484894,41889,American Wine Grape Varieties Site Desirability (Long),3,41896,American and Hybrid Accessory Features,1,0.483,Site and soil features,0.516,Site and soil features,0.516,Site and soil features,0.548,Site and soil features,0,0,0,1555096691
17484894,41889,American Wine Grape Varieties Site Desirability (Long),4,41861,"Vinifera Slope 0 to 40 Percent, Suitability",1,0.8,Slope,0.82,Slope,0.82,Slope,0.88,Slope,0,0,0,1555096692
17484894,41889,American Wine Grape Varieties Site Desirability (Long),5,41884,"Hybrid Frost-Free Days 170-180, 2500-3500 GDD",1,0.861,Growing season length,0.861,Growing season length,0.861,Growing season length,0.861,Growing season length,0,0,0,1555096693
17484894,41890,American Wine Grape Varieties Site Desirability (Medium),0,41890,American Wine Grape Varieties Site Desirability (Medium),0,0,Very low,0,Very low,0,Very low,0,Very low,0,0,0,1555096694
17484894,41890,American Wine Grape Varieties Site Desirability (Medium),1,41865,Vinifera Excess Water,1,0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,0,0,1555096695
17484894,41890,American Wine Grape Varieties Site Desirability (Medium),2,37206,Depth to Root Restriction 50 to 100cm,1,0,Depth to bedrock,0,Depth to bedrock,0,Depth to bedrock,0,Depth to bedrock,0,0,0,1555096696
17484894,41890,American Wine Grape Varieties Site Desirability (Medium),3,41896,American and Hybrid Accessory Features,1,0.483,Site and soil features,0.516,Site and soil features,0.516,Site and soil features,0.548,Site and soil features,0,0,0,1555096697
17484894,41890,American Wine Grape Varieties Site Desirability (Medium),4,41886,"Hybrid Frost-Free Days 150-170, 2000-2500 GDD",1,0.637,Growing season length,0.637,Growing season length,0.637,Growing season length,0.637,Growing season length,0,0,0,1555096698
17484894,41890,American Wine Grape Varieties Site Desirability (Medium),5,41861,"Vinifera Slope 0 to 40 Percent, Suitability",1,0.8,Slope,0.82,Slope,0.82,Slope,0.88,Slope,0,0,0,1555096699
17484894,41891,American Wine Grape Varieties Site Desirability (Short),0,41891,American Wine Grape Varieties Site Desirability (Short),0,0,Very low,0,Very low,0,Very low,0,Very low,0,0,0,1555096700
17484894,41891,American Wine Grape Varieties Site Desirability (Short),1,41865,Vinifera Excess Water,1,0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,0,0,1555096701
17484894,41891,American Wine Grape Varieties Site Desirability (Short),2,37206,Depth to Root Restriction 50 to 100cm,1,0,Depth to bedrock,0,Depth to bedrock,0,Depth to bedrock,0,Depth to bedrock,0,0,0,1555096702
17484894,41891,American Wine Grape Varieties Site Desirability (Short),3,41892,"American Frost-Free Days 130-150, GDD 1500-2000",1,0.219,Growing season length,0.219,Growing season length,0.219,Growing season length,0.219,Growing season length,0,0,0,1555096703
17484894,41891,American Wine Grape Varieties Site Desirability (Short),4,41896,American and Hybrid Accessory Features,1,0.483,Site and soil features,0.516,Site and soil features,0.516,Site and soil features,0.548,Site and soil features,0,0,0,1555096704
17484894,41891,American Wine Grape Varieties Site Desirability (Short),5,41861,"Vinifera Slope 0 to 40 Percent, Suitability",1,0.8,Slope,0.82,Slope,0.82,Slope,0.88,Slope,0,0,0,1555096705
17484894,41887,American Wine Grape Varieties Site Desirability (Very Long),0,41887,American Wine Grape Varieties Site Desirability (Very Long),0,0,Very low,0,Very low,0,Very low,0,Very low,0,0,0,1555096706
17484894,41887,American Wine Grape Varieties Site Desirability (Very Long),1,41865,Vinifera Excess Water,1,0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,0,0,1555096707
17484894,41887,American Wine Grape Varieties Site Desirability (Very Long),2,37206,Depth to Root Restriction 50 to 100cm,1,0,Depth to bedrock,0,Depth to bedrock,0,Depth to bedrock,0,Depth to bedrock,0,0,0,1555096708
17484894,41887,American Wine Grape Varieties Site Desirability (Very Long),3,41896,American and Hybrid Accessory Features,1,0.483,Site and soil features,0.516,Site and soil features,0.516,Site and soil features,0.548,Site and soil features,0,0,0,1555096709
17484894,41887,American Wine Grape Varieties Site Desirability (Very Long),4,41861,"Vinifera Slope 0 to 40 Percent, Suitability",1,0.8,Slope,0.82,Slope,0.82,Slope,0.88,Slope,0,0,0,1555096710
17484894,41887,American Wine Grape Varieties Site Desirability (Very Long),5,41882,"Hybrid Frost-Free Days >180, 3000-4000 GDD",1,0.964,Growing season length,0.964,Growing season length,0.964,Growing season length,0.964,Growing season length,0,0,0,1555096711
17484894,22118,BLM - Fire Damage Susceptibility,0,22118,BLM - Fire Damage Susceptibility,0,0,Slightly susceptible,0,Slightly susceptible,0,Slightly susceptible,0,Slightly susceptible,0,0,0,1555096712
17484894,61472,FOR - Soil Compactibility Risk,0,61472,FOR - Soil Compactibility Risk,0,0.966,Medium,0.966,Medium,0.966,Medium,0.966,Medium,0,0,0,1555096713
17484894,61472,FOR - Soil Compactibility Risk,1,61418,Compaction potential - texture and clay,1,1,"Soil texture, 0-12 inches",1,"Soil texture, 0-12 inches",1,"Soil texture, 0-12 inches",1,"Soil texture, 0-12 inches",0,0,0,1555096714
17484894,61472,FOR - Soil Compactibility Risk,2,61419,Compaction potential - rock fragment volume,1,1,"Rock fragments, 0-12 inches",1,"Rock fragments, 0-12 inches",1,"Rock fragments, 0-12 inches",1,"Rock fragments, 0-12 inches",0,0,0,1555096715
17484894,61472,FOR - Soil Compactibility Risk,3,61420,"Compaction potential - structure rating, 0-30cm",1,1,"Soil structure grade, 0-12 inches",1,"Soil structure grade, 0-12 inches",1,"Soil structure grade, 0-12 inches",1,"Soil structure grade, 0-12 inches",0,0,0,1555096716
17484894,61472,FOR - Soil Compactibility Risk,4,57991,Compaction Risk - Organic Matter Content,1,1,"Organic matter content, 0-30 cm",1,"Organic matter content, 0-30 cm",1,"Organic matter content, 0-30 cm",1,"Organic matter content, 0-30 cm",0,0,0,1555096717
17484894,61472,FOR - Soil Compactibility Risk,5,57989,Compaction Risk - Bulk Density Difference,1,0.933,Bulk density-compactibility to 30cm,0.933,Bulk density-compactibility to 30cm,0.933,Bulk density-compactibility to 30cm,0.933,Bulk density-compactibility to 30cm,0,0,0,1555096718
17484894,41881,Hybrid Wine Grape Varieties Site Desirability (Long),0,41881,Hybrid Wine Grape Varieties Site Desirability (Long),0,0,Very low,0,Very low,0,Very low,0,Very low,0,0,0,1555096719
17484894,41881,Hybrid Wine Grape Varieties Site Desirability (Long),1,41865,Vinifera Excess Water,1,0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,0,0,1555096720
17484894,41881,Hybrid Wine Grape Varieties Site Desirability (Long),2,37206,Depth to Root Restriction 50 to 100cm,1,0,Depth to bedrock,0,Depth to bedrock,0,Depth to bedrock,0,Depth to bedrock,0,0,0,1555096721
17484894,41881,Hybrid Wine Grape Varieties Site Desirability (Long),3,41896,American and Hybrid Accessory Features,1,0.483,Site and soil features,0.516,Site and soil features,0.516,Site and soil features,0.548,Site and soil features,0,0,0,1555096722
17484894,41881,Hybrid Wine Grape Varieties Site Desirability (Long),4,41861,"Vinifera Slope 0 to 40 Percent, Suitability",1,0.8,Slope,0.82,Slope,0.82,Slope,0.88,Slope,0,0,0,1555096723
17484894,41881,Hybrid Wine Grape Varieties Site Desirability (Long),5,41882,"Hybrid Frost-Free Days >180, 3000-4000 GDD",1,0.964,Growing season length,0.964,Growing season length,0.964,Growing season length,0.964,Growing season length,0,0,0,1555096724
17484894,41883,Hybrid Wine Grape Varieties Site Desirability (Medium),0,41883,Hybrid Wine Grape Varieties Site Desirability (Medium),0,0,Very low,0,Very low,0,Very low,0,Very low,0,0,0,1555096725
17484894,41883,Hybrid Wine Grape Varieties Site Desirability (Medium),1,41865,Vinifera Excess Water,1,0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,"Flooding, ponding, or water table",0,0,0,1555096726
17484894,41883,Hybrid Wine Grape Varieties Site Desirability (Medium),2,37206,Depth to Root Restriction 50 to 100cm,1,0,Depth to bedrock,0,Depth to bedrock,0,Depth to bedrock,0,Depth to bedrock,0,0,0,1555096727
